city,location,value,unit,country,coordinates,timestamp
Mumbai,Mumbai_Central,33.9,µg/m³,IN,"{'latitude': 28.597793746934563, 'longitude': 77.04219003621729}",2025-10-11 01:30:50.877925
Kolkata,Kolkata_Central,59.1,µg/m³,IN,"{'latitude': 28.69244596475747, 'longitude': 77.39570980872647}",2025-10-11 01:30:50.877925
Chennai,Chennai_Central,51.7,µg/m³,IN,"{'latitude': 28.612628496065128, 'longitude': 77.17840551827247}",2025-10-11 01:30:50.877925
Bangalore,Bangalore_Central,33.1,µg/m³,IN,"{'latitude': 28.574908983300105, 'longitude': 77.07046844872784}",2025-10-11 01:30:50.877925
Hyderabad,Hyderabad_Central,10.0,µg/m³,IN,"{'latitude': 28.56334344987241, 'longitude': 77.11632564809047}",2025-10-11 01:30:50.877925
Pune,Pune_Central,55.3,µg/m³,IN,"{'latitude': 28.541395244059494, 'longitude': 77.33644836903977}",2025-10-11 01:30:50.877925
Ahmedabad,Ahmedabad_Central,71.9,µg/m³,IN,"{'latitude': 28.703357689097576, 'longitude': 77.32786376480867}",2025-10-11 01:30:50.877925
Lucknow,Lucknow_Central,56.2,µg/m³,IN,"{'latitude': 28.786244054654393, 'longitude': 77.13183729693496}",2025-10-11 01:30:50.877925
Kanpur,Kanpur_Central,106.5,µg/m³,IN,"{'latitude': 28.495005978710196, 'longitude': 77.32264496725979}",2025-10-11 01:30:50.877925
Nagpur,Nagpur_Central,39.9,µg/m³,IN,"{'latitude': 28.654675504870053, 'longitude': 77.3662298529274}",2025-10-11 01:30:50.877925
Indore,Indore_Central,10.0,µg/m³,IN,"{'latitude': 28.339220984437194, 'longitude': 77.11222906588115}",2025-10-11 01:30:50.877925
Bhopal,Bhopal_Central,80.1,µg/m³,IN,"{'latitude': 28.65012132745735, 'longitude': 77.10315654277213}",2025-10-11 01:30:50.877925
Vadodara,Vadodara_Central,90.0,µg/m³,IN,"{'latitude': 28.587948352029525, 'longitude': 77.29442902693523}",2025-10-11 01:30:50.877925
Ludhiana,Ludhiana_Central,10.0,µg/m³,IN,"{'latitude': 28.498608812076046, 'longitude': 77.22564606847521}",2025-10-11 01:30:50.877925
Agra,Agra_Central,35.8,µg/m³,IN,"{'latitude': 28.61812223790368, 'longitude': 77.2635776830368}",2025-10-11 01:30:50.877925
Nashik,Nashik_Central,52.8,µg/m³,IN,"{'latitude': 28.652887626508, 'longitude': 77.15851562743532}",2025-10-11 01:30:50.877925
Faridabad,Faridabad_Central,72.5,µg/m³,IN,"{'latitude': 28.55606742928274, 'longitude': 77.22834809655474}",2025-10-11 01:30:50.877925
Delhi,Delhi_Central,129.3,µg/m³,IN,"{'latitude': 28.453638096417677, 'longitude': 77.34450682119967}",2025-10-11 02:30:50.877925
Mumbai,Mumbai_Central,44.1,µg/m³,IN,"{'latitude': 28.600276592524448, 'longitude': 77.17572722548205}",2025-10-11 02:30:50.877925
Kolkata,Kolkata_Central,52.3,µg/m³,IN,"{'latitude': 28.519717369279075, 'longitude': 77.21617301434678}",2025-10-11 02:30:50.877925
Chennai,Chennai_Central,19.1,µg/m³,IN,"{'latitude': 28.741958226211043, 'longitude': 77.17043711029328}",2025-10-11 02:30:50.877925
Bangalore,Bangalore_Central,35.4,µg/m³,IN,"{'latitude': 28.58100084640157, 'longitude': 77.21223173472373}",2025-10-11 02:30:50.877925
Hyderabad,Hyderabad_Central,33.0,µg/m³,IN,"{'latitude': 28.437595941617342, 'longitude': 77.06996703837405}",2025-10-11 02:30:50.877925
Pune,Pune_Central,53.7,µg/m³,IN,"{'latitude': 28.54257070721141, 'longitude': 77.19125048897543}",2025-10-11 02:30:50.877925
Ahmedabad,Ahmedabad_Central,61.0,µg/m³,IN,"{'latitude': 28.686583018722672, 'longitude': 77.0366605151359}",2025-10-11 02:30:50.877925
Jaipur,Jaipur_Central,18.5,µg/m³,IN,"{'latitude': 28.7868564948424, 'longitude': 77.27042769274554}",2025-10-11 02:30:50.877925
Lucknow,Lucknow_Central,42.2,µg/m³,IN,"{'latitude': 28.420792943025113, 'longitude': 77.1968310883278}",2025-10-11 02:30:50.877925
Kanpur,Kanpur_Central,29.4,µg/m³,IN,"{'latitude': 28.719581882772694, 'longitude': 77.41128586363955}",2025-10-11 02:30:50.877925
Nagpur,Nagpur_Central,41.7,µg/m³,IN,"{'latitude': 28.616939570049585, 'longitude': 77.24614894329905}",2025-10-11 02:30:50.877925
Indore,Indore_Central,52.9,µg/m³,IN,"{'latitude': 28.720247262219942, 'longitude': 77.11237707709915}",2025-10-11 02:30:50.877925
Bhopal,Bhopal_Central,10.0,µg/m³,IN,"{'latitude': 28.517555112960352, 'longitude': 77.14835773956173}",2025-10-11 02:30:50.877925
Patna,Patna_Central,84.3,µg/m³,IN,"{'latitude': 28.51528556920067, 'longitude': 77.26995160252416}",2025-10-11 02:30:50.877925
Vadodara,Vadodara_Central,60.6,µg/m³,IN,"{'latitude': 28.61873170655296, 'longitude': 77.1190699147758}",2025-10-11 02:30:50.877925
Ludhiana,Ludhiana_Central,35.6,µg/m³,IN,"{'latitude': 28.71106221585337, 'longitude': 77.0333818151185}",2025-10-11 02:30:50.877925
Agra,Agra_Central,19.1,µg/m³,IN,"{'latitude': 28.67229012454044, 'longitude': 77.20292429905024}",2025-10-11 02:30:50.877925
Nashik,Nashik_Central,23.9,µg/m³,IN,"{'latitude': 28.88340249151917, 'longitude': 77.2139981561258}",2025-10-11 02:30:50.877925
Faridabad,Faridabad_Central,20.7,µg/m³,IN,"{'latitude': 28.594293237908794, 'longitude': 77.25669138657543}",2025-10-11 02:30:50.877925
Delhi,Delhi_Central,34.5,µg/m³,IN,"{'latitude': 28.703452374853548, 'longitude': 77.27551084100543}",2025-10-11 03:30:50.877925
Mumbai,Mumbai_Central,71.5,µg/m³,IN,"{'latitude': 28.584296431795345, 'longitude': 77.35965429016021}",2025-10-11 03:30:50.877925
Kolkata,Kolkata_Central,45.1,µg/m³,IN,"{'latitude': 28.652827745551257, 'longitude': 77.06222316697028}",2025-10-11 03:30:50.877925
Chennai,Chennai_Central,15.7,µg/m³,IN,"{'latitude': 28.66254327824934, 'longitude': 77.07995509696634}",2025-10-11 03:30:50.877925
Bangalore,Bangalore_Central,10.0,µg/m³,IN,"{'latitude': 28.64107828887805, 'longitude': 77.18206448555733}",2025-10-11 03:30:50.877925
Hyderabad,Hyderabad_Central,38.0,µg/m³,IN,"{'latitude': 28.620743374447983, 'longitude': 77.11448301185087}",2025-10-11 03:30:50.877925
Pune,Pune_Central,37.9,µg/m³,IN,"{'latitude': 28.585751237661846, 'longitude': 77.14738588065211}",2025-10-11 03:30:50.877925
Ahmedabad,Ahmedabad_Central,38.4,µg/m³,IN,"{'latitude': 28.685236646380623, 'longitude': 77.11713565528407}",2025-10-11 03:30:50.877925
Jaipur,Jaipur_Central,43.5,µg/m³,IN,"{'latitude': 28.58696154916726, 'longitude': 77.16960793772249}",2025-10-11 03:30:50.877925
Lucknow,Lucknow_Central,61.4,µg/m³,IN,"{'latitude': 28.607191582486205, 'longitude': 77.18298243085286}",2025-10-11 03:30:50.877925
Kanpur,Kanpur_Central,21.3,µg/m³,IN,"{'latitude': 28.652870333396688, 'longitude': 77.28204499774692}",2025-10-11 03:30:50.877925
Nagpur,Nagpur_Central,36.1,µg/m³,IN,"{'latitude': 28.48982111238972, 'longitude': 77.14183018531288}",2025-10-11 03:30:50.877925
Indore,Indore_Central,61.4,µg/m³,IN,"{'latitude': 28.45258312438646, 'longitude': 77.3226618562133}",2025-10-11 03:30:50.877925
Bhopal,Bhopal_Central,91.2,µg/m³,IN,"{'latitude': 28.58833663048172, 'longitude': 77.07344145225181}",2025-10-11 03:30:50.877925
Patna,Patna_Central,132.5,µg/m³,IN,"{'latitude': 28.756451621512895, 'longitude': 77.307081836893}",2025-10-11 03:30:50.877925
Vadodara,Vadodara_Central,31.8,µg/m³,IN,"{'latitude': 28.39205714747325, 'longitude': 77.33937123144148}",2025-10-11 03:30:50.877925
Ludhiana,Ludhiana_Central,124.8,µg/m³,IN,"{'latitude': 28.66234344561574, 'longitude': 77.02140048014903}",2025-10-11 03:30:50.877925
Agra,Agra_Central,26.8,µg/m³,IN,"{'latitude': 28.774416983519945, 'longitude': 77.35185071811999}",2025-10-11 03:30:50.877925
Nashik,Nashik_Central,49.0,µg/m³,IN,"{'latitude': 28.62250846980544, 'longitude': 77.11296189763357}",2025-10-11 03:30:50.877925
Faridabad,Faridabad_Central,127.6,µg/m³,IN,"{'latitude': 28.656949964278198, 'longitude': 77.14702233608863}",2025-10-11 03:30:50.877925
Delhi,Delhi_Central,68.6,µg/m³,IN,"{'latitude': 28.301256635183545, 'longitude': 77.31783633018601}",2025-10-11 04:30:50.877925
Mumbai,Mumbai_Central,55.2,µg/m³,IN,"{'latitude': 28.63763466590838, 'longitude': 77.06898117761003}",2025-10-11 04:30:50.877925
Kolkata,Kolkata_Central,48.5,µg/m³,IN,"{'latitude': 28.63107843142126, 'longitude': 77.14656534371046}",2025-10-11 04:30:50.877925
Chennai,Chennai_Central,25.6,µg/m³,IN,"{'latitude': 28.5441827025548, 'longitude': 77.5086464622061}",2025-10-11 04:30:50.877925
Bangalore,Bangalore_Central,44.6,µg/m³,IN,"{'latitude': 28.73066356216517, 'longitude': 77.2045631246149}",2025-10-11 04:30:50.877925
Hyderabad,Hyderabad_Central,16.5,µg/m³,IN,"{'latitude': 28.56272254616331, 'longitude': 77.16498930837435}",2025-10-11 04:30:50.877925
Pune,Pune_Central,10.0,µg/m³,IN,"{'latitude': 28.72514555829278, 'longitude': 77.26541712038255}",2025-10-11 04:30:50.877925
Ahmedabad,Ahmedabad_Central,104.1,µg/m³,IN,"{'latitude': 28.53532829339549, 'longitude': 77.16652892215443}",2025-10-11 04:30:50.877925
Jaipur,Jaipur_Central,35.0,µg/m³,IN,"{'latitude': 28.456541562290855, 'longitude': 77.28513849911134}",2025-10-11 04:30:50.877925
Lucknow,Lucknow_Central,68.2,µg/m³,IN,"{'latitude': 28.57342932900276, 'longitude': 77.17373183868872}",2025-10-11 04:30:50.877925
Kanpur,Kanpur_Central,27.6,µg/m³,IN,"{'latitude': 28.70688303511372, 'longitude': 77.30273693924632}",2025-10-11 04:30:50.877925
Nagpur,Nagpur_Central,17.8,µg/m³,IN,"{'latitude': 28.747257433648503, 'longitude': 77.14156055892941}",2025-10-11 04:30:50.877925
Indore,Indore_Central,57.3,µg/m³,IN,"{'latitude': 28.610844327008813, 'longitude': 77.35584486257251}",2025-10-11 04:30:50.877925
Bhopal,Bhopal_Central,18.9,µg/m³,IN,"{'latitude': 28.76408750621472, 'longitude': 77.13436430838753}",2025-10-11 04:30:50.877925
Patna,Patna_Central,76.1,µg/m³,IN,"{'latitude': 28.640057866583753, 'longitude': 77.09034463550623}",2025-10-11 04:30:50.877925
Vadodara,Vadodara_Central,49.7,µg/m³,IN,"{'latitude': 28.58868326220513, 'longitude': 77.15542140843132}",2025-10-11 04:30:50.877925
Ludhiana,Ludhiana_Central,80.1,µg/m³,IN,"{'latitude': 28.67434292443173, 'longitude': 77.27447071858626}",2025-10-11 04:30:50.877925
Agra,Agra_Central,12.8,µg/m³,IN,"{'latitude': 28.587704185236543, 'longitude': 77.24891668754039}",2025-10-11 04:30:50.877925
Nashik,Nashik_Central,24.5,µg/m³,IN,"{'latitude': 28.514401360548334, 'longitude': 77.30973972619391}",2025-10-11 04:30:50.877925
Faridabad,Faridabad_Central,50.3,µg/m³,IN,"{'latitude': 28.46619950949135, 'longitude': 77.35347639033269}",2025-10-11 04:30:50.877925
Delhi,Delhi_Central,88.1,µg/m³,IN,"{'latitude': 28.659988414967103, 'longitude': 77.26046608345045}",2025-10-11 05:30:50.877925
Mumbai,Mumbai_Central,66.7,µg/m³,IN,"{'latitude': 28.78841324694924, 'longitude': 77.38581915550205}",2025-10-11 05:30:50.877925
Chennai,Chennai_Central,48.0,µg/m³,IN,"{'latitude': 28.611860255377803, 'longitude': 77.15040305433062}",2025-10-11 05:30:50.877925
Bangalore,Bangalore_Central,31.3,µg/m³,IN,"{'latitude': 28.53818047146516, 'longitude': 77.15046506172767}",2025-10-11 05:30:50.877925
Hyderabad,Hyderabad_Central,33.1,µg/m³,IN,"{'latitude': 28.605592939522, 'longitude': 77.02830995901701}",2025-10-11 05:30:50.877925
Ahmedabad,Ahmedabad_Central,10.0,µg/m³,IN,"{'latitude': 28.800038543056235, 'longitude': 77.21735376854072}",2025-10-11 05:30:50.877925
Jaipur,Jaipur_Central,74.5,µg/m³,IN,"{'latitude': 28.49660090220175, 'longitude': 77.26611734373138}",2025-10-11 05:30:50.877925
Lucknow,Lucknow_Central,70.8,µg/m³,IN,"{'latitude': 28.531273771398183, 'longitude': 77.29825368942674}",2025-10-11 05:30:50.877925
Kanpur,Kanpur_Central,48.8,µg/m³,IN,"{'latitude': 28.659279477851417, 'longitude': 77.11317568962279}",2025-10-11 05:30:50.877925
Nagpur,Nagpur_Central,19.3,µg/m³,IN,"{'latitude': 28.558486452492758, 'longitude': 77.12499609904368}",2025-10-11 05:30:50.877925
Indore,Indore_Central,10.0,µg/m³,IN,"{'latitude': 28.57276349276445, 'longitude': 77.35890996740932}",2025-10-11 05:30:50.877925
Bhopal,Bhopal_Central,53.9,µg/m³,IN,"{'latitude': 28.55285515713242, 'longitude': 77.17784908004546}",2025-10-11 05:30:50.877925
Patna,Patna_Central,45.0,µg/m³,IN,"{'latitude': 28.72942355147389, 'longitude': 77.24120952835698}",2025-10-11 05:30:50.877925
Vadodara,Vadodara_Central,116.5,µg/m³,IN,"{'latitude': 28.58015492564792, 'longitude': 77.2511551584453}",2025-10-11 05:30:50.877925
Ludhiana,Ludhiana_Central,70.4,µg/m³,IN,"{'latitude': 28.753396895264878, 'longitude': 77.35646991896746}",2025-10-11 05:30:50.877925
Agra,Agra_Central,10.0,µg/m³,IN,"{'latitude': 28.53302681715693, 'longitude': 77.29170881151289}",2025-10-11 05:30:50.877925
Nashik,Nashik_Central,72.4,µg/m³,IN,"{'latitude': 28.611825130663124, 'longitude': 77.30626700247699}",2025-10-11 05:30:50.877925
Faridabad,Faridabad_Central,96.1,µg/m³,IN,"{'latitude': 28.641086701141585, 'longitude': 77.3711881566881}",2025-10-11 05:30:50.877925
Delhi,Delhi_Central,130.8,µg/m³,IN,"{'latitude': 28.71852639241212, 'longitude': 77.14653190845645}",2025-10-11 06:30:50.877925
Mumbai,Mumbai_Central,122.2,µg/m³,IN,"{'latitude': 28.51307953200953, 'longitude': 77.23554550106358}",2025-10-11 06:30:50.877925
Kolkata,Kolkata_Central,106.7,µg/m³,IN,"{'latitude': 28.517334763542866, 'longitude': 77.27642069531602}",2025-10-11 06:30:50.877925
Chennai,Chennai_Central,52.9,µg/m³,IN,"{'latitude': 28.611140242880662, 'longitude': 77.28508151901734}",2025-10-11 06:30:50.877925
Bangalore,Bangalore_Central,57.5,µg/m³,IN,"{'latitude': 28.678502759933732, 'longitude': 77.13324672945389}",2025-10-11 06:30:50.877925
Hyderabad,Hyderabad_Central,24.8,µg/m³,IN,"{'latitude': 28.515986291502845, 'longitude': 77.09292059303169}",2025-10-11 06:30:50.877925
Pune,Pune_Central,10.0,µg/m³,IN,"{'latitude': 28.454916292493117, 'longitude': 77.24130630373683}",2025-10-11 06:30:50.877925
Ahmedabad,Ahmedabad_Central,10.0,µg/m³,IN,"{'latitude': 28.568511796804632, 'longitude': 77.30112039078126}",2025-10-11 06:30:50.877925
Jaipur,Jaipur_Central,137.6,µg/m³,IN,"{'latitude': 28.410784615755006, 'longitude': 77.25195697944352}",2025-10-11 06:30:50.877925
Lucknow,Lucknow_Central,39.5,µg/m³,IN,"{'latitude': 28.536006247772686, 'longitude': 77.15786440367998}",2025-10-11 06:30:50.877925
Kanpur,Kanpur_Central,35.9,µg/m³,IN,"{'latitude': 28.706347713594685, 'longitude': 77.13819810224359}",2025-10-11 06:30:50.877925
Nagpur,Nagpur_Central,40.2,µg/m³,IN,"{'latitude': 28.60843731419769, 'longitude': 77.0831019708145}",2025-10-11 06:30:50.877925
Indore,Indore_Central,72.2,µg/m³,IN,"{'latitude': 28.512173852307104, 'longitude': 77.2893826210001}",2025-10-11 06:30:50.877925
Bhopal,Bhopal_Central,34.8,µg/m³,IN,"{'latitude': 28.419533379749964, 'longitude': 77.35931369656012}",2025-10-11 06:30:50.877925
Patna,Patna_Central,115.8,µg/m³,IN,"{'latitude': 28.455005009411785, 'longitude': 77.20349512794407}",2025-10-11 06:30:50.877925
Vadodara,Vadodara_Central,65.8,µg/m³,IN,"{'latitude': 28.655973508449144, 'longitude': 77.13755456946174}",2025-10-11 06:30:50.877925
Ludhiana,Ludhiana_Central,68.2,µg/m³,IN,"{'latitude': 28.58719553620138, 'longitude': 77.38758901646447}",2025-10-11 06:30:50.877925
Agra,Agra_Central,14.4,µg/m³,IN,"{'latitude': 28.608914880295522, 'longitude': 77.14174971464888}",2025-10-11 06:30:50.877925
Nashik,Nashik_Central,19.5,µg/m³,IN,"{'latitude': 28.58862866314876, 'longitude': 77.37911690151698}",2025-10-11 06:30:50.877925
Faridabad,Faridabad_Central,169.1,µg/m³,IN,"{'latitude': 28.484212741709893, 'longitude': 77.3361134018752}",2025-10-11 06:30:50.877925
Delhi,Delhi_Central,118.2,µg/m³,IN,"{'latitude': 28.475900033025194, 'longitude': 77.17153815705284}",2025-10-11 07:30:50.877925
Mumbai,Mumbai_Central,96.1,µg/m³,IN,"{'latitude': 28.68635228677293, 'longitude': 77.38453400586063}",2025-10-11 07:30:50.877925
Kolkata,Kolkata_Central,126.7,µg/m³,IN,"{'latitude': 28.54955171346571, 'longitude': 77.11608355336197}",2025-10-11 07:30:50.877925
Chennai,Chennai_Central,61.7,µg/m³,IN,"{'latitude': 28.471403659431513, 'longitude': 77.13610609612412}",2025-10-11 07:30:50.877925
Bangalore,Bangalore_Central,31.0,µg/m³,IN,"{'latitude': 28.57416960159408, 'longitude': 77.31160862855906}",2025-10-11 07:30:50.877925
Hyderabad,Hyderabad_Central,26.8,µg/m³,IN,"{'latitude': 28.70514275186584, 'longitude': 77.23999748088404}",2025-10-11 07:30:50.877925
Pune,Pune_Central,15.4,µg/m³,IN,"{'latitude': 28.62482082021872, 'longitude': 77.21626769555805}",2025-10-11 07:30:50.877925
Ahmedabad,Ahmedabad_Central,66.1,µg/m³,IN,"{'latitude': 28.711214742670208, 'longitude': 77.05241486239821}",2025-10-11 07:30:50.877925
Lucknow,Lucknow_Central,21.3,µg/m³,IN,"{'latitude': 28.70257761306699, 'longitude': 77.17021565794938}",2025-10-11 07:30:50.877925
Kanpur,Kanpur_Central,75.5,µg/m³,IN,"{'latitude': 28.909941066719547, 'longitude': 77.1888211364622}",2025-10-11 07:30:50.877925
Nagpur,Nagpur_Central,50.1,µg/m³,IN,"{'latitude': 28.598937921766723, 'longitude': 77.19940241741645}",2025-10-11 07:30:50.877925
Indore,Indore_Central,63.4,µg/m³,IN,"{'latitude': 28.57620648992485, 'longitude': 77.15275419465466}",2025-10-11 07:30:50.877925
Bhopal,Bhopal_Central,57.2,µg/m³,IN,"{'latitude': 28.594754848748256, 'longitude': 77.31692111546634}",2025-10-11 07:30:50.877925
Patna,Patna_Central,65.9,µg/m³,IN,"{'latitude': 28.610908776641985, 'longitude': 77.13589169071483}",2025-10-11 07:30:50.877925
Vadodara,Vadodara_Central,111.2,µg/m³,IN,"{'latitude': 28.734436997727602, 'longitude': 77.1748138476499}",2025-10-11 07:30:50.877925
Ludhiana,Ludhiana_Central,108.5,µg/m³,IN,"{'latitude': 28.66433743684403, 'longitude': 77.1845803590132}",2025-10-11 07:30:50.877925
Agra,Agra_Central,42.6,µg/m³,IN,"{'latitude': 28.474546484195454, 'longitude': 77.2990344368211}",2025-10-11 07:30:50.877925
Nashik,Nashik_Central,51.1,µg/m³,IN,"{'latitude': 28.638145696073963, 'longitude': 77.18627000398678}",2025-10-11 07:30:50.877925
Faridabad,Faridabad_Central,61.4,µg/m³,IN,"{'latitude': 28.762576166783173, 'longitude': 77.28337897437487}",2025-10-11 07:30:50.877925
Delhi,Delhi_Central,44.1,µg/m³,IN,"{'latitude': 28.595565278449136, 'longitude': 77.23101853401181}",2025-10-11 08:30:50.877925
Mumbai,Mumbai_Central,69.8,µg/m³,IN,"{'latitude': 28.577725809560594, 'longitude': 77.1684114692408}",2025-10-11 08:30:50.877925
Kolkata,Kolkata_Central,67.2,µg/m³,IN,"{'latitude': 28.608651099469437, 'longitude': 77.25561589074393}",2025-10-11 08:30:50.877925
Chennai,Chennai_Central,70.5,µg/m³,IN,"{'latitude': 28.468275165114626, 'longitude': 77.39804820230974}",2025-10-11 08:30:50.877925
Bangalore,Bangalore_Central,32.3,µg/m³,IN,"{'latitude': 28.69491496115092, 'longitude': 77.22233929713977}",2025-10-11 08:30:50.877925
Hyderabad,Hyderabad_Central,51.8,µg/m³,IN,"{'latitude': 28.656737253043506, 'longitude': 77.31603145163962}",2025-10-11 08:30:50.877925
Pune,Pune_Central,29.1,µg/m³,IN,"{'latitude': 28.701389649088174, 'longitude': 77.17560565049942}",2025-10-11 08:30:50.877925
Ahmedabad,Ahmedabad_Central,82.2,µg/m³,IN,"{'latitude': 28.504954156567212, 'longitude': 77.3056214096199}",2025-10-11 08:30:50.877925
Jaipur,Jaipur_Central,141.7,µg/m³,IN,"{'latitude': 28.65473993150859, 'longitude': 77.23551868292942}",2025-10-11 08:30:50.877925
Lucknow,Lucknow_Central,99.1,µg/m³,IN,"{'latitude': 28.458038837071687, 'longitude': 77.0536423709356}",2025-10-11 08:30:50.877925
Kanpur,Kanpur_Central,87.3,µg/m³,IN,"{'latitude': 28.788405523107592, 'longitude': 77.21737493598509}",2025-10-11 08:30:50.877925
Nagpur,Nagpur_Central,48.7,µg/m³,IN,"{'latitude': 28.68578234529073, 'longitude': 77.22001001085663}",2025-10-11 08:30:50.877925
Indore,Indore_Central,39.7,µg/m³,IN,"{'latitude': 28.61308675763145, 'longitude': 77.1999367281897}",2025-10-11 08:30:50.877925
Bhopal,Bhopal_Central,64.4,µg/m³,IN,"{'latitude': 28.608663532603774, 'longitude': 77.17666570373251}",2025-10-11 08:30:50.877925
Patna,Patna_Central,126.6,µg/m³,IN,"{'latitude': 28.673234357794705, 'longitude': 77.16853536845477}",2025-10-11 08:30:50.877925
Vadodara,Vadodara_Central,58.0,µg/m³,IN,"{'latitude': 28.74017448113013, 'longitude': 77.15953094453643}",2025-10-11 08:30:50.877925
Agra,Agra_Central,81.6,µg/m³,IN,"{'latitude': 28.782026445356657, 'longitude': 77.11087411375557}",2025-10-11 08:30:50.877925
Nashik,Nashik_Central,28.0,µg/m³,IN,"{'latitude': 28.471612245338186, 'longitude': 77.13086571852058}",2025-10-11 08:30:50.877925
Faridabad,Faridabad_Central,131.1,µg/m³,IN,"{'latitude': 28.56153520972155, 'longitude': 77.18706768598896}",2025-10-11 08:30:50.877925
Delhi,Delhi_Central,90.5,µg/m³,IN,"{'latitude': 28.77782792292254, 'longitude': 77.12502650577788}",2025-10-11 09:30:50.877925
Mumbai,Mumbai_Central,76.8,µg/m³,IN,"{'latitude': 28.606148520018273, 'longitude': 77.37854096932755}",2025-10-11 09:30:50.877925
Kolkata,Kolkata_Central,46.0,µg/m³,IN,"{'latitude': 28.618995183101365, 'longitude': 77.0771034886555}",2025-10-11 09:30:50.877925
Chennai,Chennai_Central,71.2,µg/m³,IN,"{'latitude': 28.61711253900875, 'longitude': 77.15550255668569}",2025-10-11 09:30:50.877925
Bangalore,Bangalore_Central,32.7,µg/m³,IN,"{'latitude': 28.61524386252066, 'longitude': 77.32340883952651}",2025-10-11 09:30:50.877925
Hyderabad,Hyderabad_Central,67.7,µg/m³,IN,"{'latitude': 28.57596061290971, 'longitude': 77.15089069329923}",2025-10-11 09:30:50.877925
Pune,Pune_Central,12.7,µg/m³,IN,"{'latitude': 28.6783245040401, 'longitude': 77.19420542226437}",2025-10-11 09:30:50.877925
Ahmedabad,Ahmedabad_Central,77.7,µg/m³,IN,"{'latitude': 28.796627031988148, 'longitude': 77.1964529439014}",2025-10-11 09:30:50.877925
Jaipur,Jaipur_Central,134.9,µg/m³,IN,"{'latitude': 28.53361105128331, 'longitude': 77.1709902604178}",2025-10-11 09:30:50.877925
Lucknow,Lucknow_Central,66.3,µg/m³,IN,"{'latitude': 28.719002387332434, 'longitude': 77.14042701705276}",2025-10-11 09:30:50.877925
Kanpur,Kanpur_Central,87.4,µg/m³,IN,"{'latitude': 28.457238812698172, 'longitude': 77.420118590238}",2025-10-11 09:30:50.877925
Nagpur,Nagpur_Central,52.6,µg/m³,IN,"{'latitude': 28.552913701463336, 'longitude': 77.26993780116675}",2025-10-11 09:30:50.877925
Indore,Indore_Central,66.7,µg/m³,IN,"{'latitude': 28.699297039131523, 'longitude': 77.1730285260962}",2025-10-11 09:30:50.877925
Bhopal,Bhopal_Central,48.4,µg/m³,IN,"{'latitude': 28.821704721276802, 'longitude': 77.2496315818262}",2025-10-11 09:30:50.877925
Patna,Patna_Central,119.5,µg/m³,IN,"{'latitude': 28.6404214162943, 'longitude': 77.2081041538534}",2025-10-11 09:30:50.877925
Vadodara,Vadodara_Central,51.9,µg/m³,IN,"{'latitude': 28.594440919511378, 'longitude': 77.10379840853253}",2025-10-11 09:30:50.877925
Ludhiana,Ludhiana_Central,78.6,µg/m³,IN,"{'latitude': 28.748391587759528, 'longitude': 77.34047665698318}",2025-10-11 09:30:50.877925
Agra,Agra_Central,120.3,µg/m³,IN,"{'latitude': 28.591726538716767, 'longitude': 77.08854344434442}",2025-10-11 09:30:50.877925
Faridabad,Faridabad_Central,102.7,µg/m³,IN,"{'latitude': 28.57920372851468, 'longitude': 77.4233830190208}",2025-10-11 09:30:50.877925
Delhi,Delhi_Central,42.7,µg/m³,IN,"{'latitude': 28.690231294007503, 'longitude': 77.16871036284078}",2025-10-11 10:30:50.877925
Mumbai,Mumbai_Central,10.0,µg/m³,IN,"{'latitude': 28.517452158221197, 'longitude': 77.02528441931022}",2025-10-11 10:30:50.877925
Kolkata,Kolkata_Central,10.4,µg/m³,IN,"{'latitude': 28.48946758547267, 'longitude': 77.2600890358023}",2025-10-11 10:30:50.877925
Chennai,Chennai_Central,29.6,µg/m³,IN,"{'latitude': 28.70937280829714, 'longitude': 77.36696848127333}",2025-10-11 10:30:50.877925
Bangalore,Bangalore_Central,13.9,µg/m³,IN,"{'latitude': 28.73209269449966, 'longitude': 77.25577037636113}",2025-10-11 10:30:50.877925
Hyderabad,Hyderabad_Central,56.0,µg/m³,IN,"{'latitude': 28.49962341814979, 'longitude': 77.2131074705108}",2025-10-11 10:30:50.877925
Pune,Pune_Central,15.0,µg/m³,IN,"{'latitude': 28.48627768166675, 'longitude': 77.17902112943747}",2025-10-11 10:30:50.877925
Ahmedabad,Ahmedabad_Central,12.6,µg/m³,IN,"{'latitude': 28.787277721476976, 'longitude': 77.24258894537721}",2025-10-11 10:30:50.877925
Jaipur,Jaipur_Central,47.3,µg/m³,IN,"{'latitude': 28.427031161106353, 'longitude': 77.13530317475285}",2025-10-11 10:30:50.877925
Lucknow,Lucknow_Central,92.6,µg/m³,IN,"{'latitude': 28.619297785197826, 'longitude': 77.1781422766284}",2025-10-11 10:30:50.877925
Kanpur,Kanpur_Central,54.6,µg/m³,IN,"{'latitude': 28.65809328800679, 'longitude': 77.03971878993237}",2025-10-11 10:30:50.877925
Nagpur,Nagpur_Central,24.7,µg/m³,IN,"{'latitude': 28.50558644219584, 'longitude': 77.13990804476668}",2025-10-11 10:30:50.877925
Indore,Indore_Central,43.5,µg/m³,IN,"{'latitude': 28.559635859236206, 'longitude': 77.14130564730102}",2025-10-11 10:30:50.877925
